numero_fiche,intitule_certification,nombre_offres,codes_rome_distincts,methode_correspondance,niveau_confiance
RNCP35388,Gestion administrative et commerciale des organisations : Management commercial et marketing omnicanal,2,1,correspondance_officielle_france_competences,officiel
RNCP36271,Management et gestion des entreprises (Programme Grande Ecole),2,1,correspondance_officielle_france_competences,officiel
RNCP36420,Programme supérieur de gestion et de commerce,2,1,correspondance_officielle_france_competences,officiel
RNCP37695,Manager international mode et luxe,2,1,correspondance_officielle_france_competences,officiel
RNCP37932,Diplôme en Management International des Arts Culinaires,2,1,correspondance_officielle_france_competences,officiel
RNCP38003,Directeur de Business Unit,2,1,correspondance_officielle_france_competences,officiel
RNCP38062,Programme grande école,2,1,correspondance_officielle_france_competences,officiel
RNCP38131,Responsable marketing et communication,2,1,correspondance_officielle_france_competences,officiel
RNCP38648,Diplôme d’études en stratégie et management des projets de transformation,2,1,correspondance_officielle_france_competences,officiel
RNCP39151,Diplôme pour dirigeant en administration des affaires,2,1,correspondance_officielle_france_competences,officiel
RNCP39160,Programme Grande Ecole,2,1,correspondance_officielle_france_competences,officiel
RNCP39382,Manager des organisations à l'international,2,1,correspondance_officielle_france_competences,officiel
RNCP39484,Diplôme d’études supérieures spécialisées en développement des entreprises et transformation digitale,2,1,correspondance_officielle_france_competences,officiel
RNCP39576,Ingénieur d'affaires industrielles,2,1,correspondance_officielle_france_competences,officiel
RNCP40240,Manager du développement commercial,2,1,correspondance_officielle_france_competences,officiel
RNCP40258,Responsable technico-commercial agricole,2,1,correspondance_officielle_france_competences,officiel
RNCP40377,Chargé de marketing digital et e-commerce,2,1,correspondance_officielle_france_competences,officiel
RNCP40889,Responsable du développement des activités,2,1,correspondance_officielle_france_competences,officiel
RNCP40984,Administration et échanges internationaux (fiche nationale),2,1,correspondance_officielle_france_competences,officiel
RNCP41010,Management global et coopérations interculturelles,2,1,correspondance_officielle_france_competences,officiel
RNCP41053,EM Normandie - Programme Grande Ecole,2,1,correspondance_officielle_france_competences,officiel
RNCP41183,Diplôme Stratégies et Dirigeants,2,1,correspondance_officielle_france_competences,officiel
RNCP41672,Chargé de développement commercial,2,1,correspondance_officielle_france_competences,officiel
RNCP41863,Métiers de la santé : Management des établissements d'hydrothérapie (fiche nationale),2,1,correspondance_officielle_france_competences,officiel
RNCP41962,Responsable de la performance et du management commercial,2,1,correspondance_officielle_france_competences,officiel
RNCP42642,Manager de business unit,2,1,correspondance_officielle_france_competences,officiel
RNCP42647,Manager produits et marketing,2,1,correspondance_officielle_france_competences,officiel
RNCP42683,Manager international mode et luxe,2,1,correspondance_officielle_france_competences,officiel
RNCP42734,Diplôme d’études supérieures en stratégie et management des projets de transformation,2,1,correspondance_officielle_france_competences,officiel
RNCP36865,Vendeur conseil omnicanal,1,1,correspondance_officielle_france_competences,officiel
RNCP39373,Vendeur conseiller commercial en équipements techniques,1,1,correspondance_officielle_france_competences,officiel
RNCP41465,"Vendeur agenceur de cuisine, salle de bains et rangement",1,1,correspondance_officielle_france_competences,officiel
RNCP38622,Technicien d’usinage sur machines-outils à commande numérique (MOCN),1,1,correspondance_officielle_france_competences,officiel
RNCP39723,CQP Régleur sur machines-outils de décolletage,1,1,correspondance_officielle_france_competences,officiel
RNCP41015,"Technicien en réalisation de produits mécaniques, option réalisation et suivi de productions, option réalisation et maintenance des outillages",1,1,correspondance_officielle_france_competences,officiel
RNCP35514,Carrières Sociales : Education Spécialisée,3,1,correspondance_officielle_france_competences,officiel
RNCP36202,Formateur d'adultes (DUFA),3,1,correspondance_officielle_france_competences,officiel
RNCP38152,"Métiers de l'enseignement, de l'éducation et de la formation (MEEF), pratiques et ingénierie de la formation (fiche nationale)",3,1,correspondance_officielle_france_competences,officiel
RNCP39021,Psychologie de l’éducation et de la formation (fiche nationale),3,1,correspondance_officielle_france_competences,officiel
RNCP41416,Animateur formateur en technologies agricoles ,3,1,correspondance_officielle_france_competences,officiel
RNCP37489,"Cybersécurité, Informatique et réseaux, Electronique",1,1,correspondance_officielle_france_competences,officiel
RNCP38341,Manager en exploitation du spectre électromagnétique,6,1,correspondance_officielle_france_competences,officiel
RNCP39837,Expert en cybersécurité (MS),6,1,correspondance_officielle_france_competences,officiel
RNCP40246,Manager de la cybersécurité,6,1,correspondance_officielle_france_competences,officiel
RNCP40751,Ingénieur diplômé de l'EPF spécialité systèmes d'information,7,2,correspondance_officielle_france_competences,officiel
RNCP37690,Métiers de la mer : nautisme (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP40302,Métiers de l'industrie : conception de produits industriels (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP38594,Responsable d'unité bancaire,3,1,correspondance_officielle_france_competences,officiel
RNCP38164,Droit des assurances (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP38440,Conseiller de clientèle de particuliers banque et assurance,1,1,correspondance_officielle_france_competences,officiel
RNCP38501,CQP Chargé d'accueil guichet unique,1,1,correspondance_officielle_france_competences,officiel
RNCP40460,Commercialisation de produits et services (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP40582,Chargé de clientèle,2,2,correspondance_officielle_france_competences,officiel
RNCP41351,CQP Chargé de relation clientèle assurance,1,1,correspondance_officielle_france_competences,officiel
RNCP41528,"Ingénieur diplômé de l'Ecole polytechnique universitaire de l'Institut polytechnique de Grenoble, spécialité Informatique",1,1,correspondance_officielle_france_competences,officiel
RNCP42539,"Ingénieur diplômé de l'Ecole polytechnique universitaire de l'Institut polytechnique de Grenoble, spécialité Informatique",1,1,correspondance_officielle_france_competences,officiel
RNCP38812,Orthopédiste orthésiste,1,1,correspondance_officielle_france_competences,officiel
RNCP39350,CQP Opérateur en orthoprothèse,1,1,correspondance_officielle_france_competences,officiel
RNCP35846,Métiers du Froid et des Energies Renouvelables,1,1,correspondance_officielle_france_competences,officiel
RNCP35464,Génie Mécanique et Productique : Chargé d'affaires industrielles,1,1,correspondance_officielle_france_competences,officiel
RNCP41550,Carrières juridiques : Patrimoine et finance,1,1,correspondance_officielle_france_competences,officiel
RNCP39073,Mode et matière ,5,1,correspondance_officielle_france_competences,officiel
RNCP36115,"Ingénieur diplômé de l’Ecole nationale supérieure Mines-Télécom Atlantique Bretagne Pays de la Loire de l’Institut Mines-Télécom, spécialité Informatique",157,4,correspondance_officielle_france_competences,officiel
RNCP36153,Gestionnaire de l'information numérique,136,1,correspondance_officielle_france_competences,officiel
RNCP36864,Manager de la stratégie et de la transformation digitale (MS),138,2,correspondance_officielle_france_competences,officiel
RNCP37985,Expert en ingénierie logicielle,151,3,correspondance_officielle_france_competences,officiel
RNCP39041,"Métiers des études, du conseil et de l’intervention (fiche nationale)",136,1,correspondance_officielle_france_competences,officiel
RNCP39389,Consultant green IT,156,3,correspondance_officielle_france_competences,officiel
RNCP39485,Intelligence artificielle (fiche nationale),171,5,correspondance_officielle_france_competences,officiel
RNCP39486,Mathématiques et informatique appliquées aux sciences humaines et sociales - MIASHS (fiche nationale),156,3,correspondance_officielle_france_competences,officiel
RNCP39580,Architecte des systèmes d'information dans les processus industriels (MS),153,5,correspondance_officielle_france_competences,officiel
RNCP39585,Chef de projet système d'information,157,4,correspondance_officielle_france_competences,officiel
RNCP39586,Ingénieur en science des données spécialisé en infrastructure data ou en apprentissage automatique,161,4,correspondance_officielle_france_competences,officiel
RNCP39608,Concepteur développeur web full stack,150,2,correspondance_officielle_france_competences,officiel
RNCP39781,Expert réseaux infrastructures et sécurité,154,5,correspondance_officielle_france_competences,officiel
RNCP40170,Manager en stratégie et développement de projet digital,150,2,correspondance_officielle_france_competences,officiel
RNCP40514,Sciences et ingénierie - Informatique et Systèmes Numériques,156,3,correspondance_officielle_france_competences,officiel
RNCP40589,Manager expert en transformation numérique,156,3,correspondance_officielle_france_competences,officiel
RNCP40836,Expert green IT,156,3,correspondance_officielle_france_competences,officiel
RNCP41586,Informatique : Déploiement d'applications communicantes et sécurisées,161,4,correspondance_officielle_france_competences,officiel
RNCP41886,Manager de la transformation numérique responsable,142,2,correspondance_officielle_france_competences,officiel
RNCP42149,Data engineer,163,5,correspondance_officielle_france_competences,officiel
RNCP42163,Responsable green IT,141,2,correspondance_officielle_france_competences,officiel
RNCP42202,Product builder no code low code,156,3,correspondance_officielle_france_competences,officiel
RNCP42370,Management des systèmes d’information (fiche nationale),142,3,correspondance_officielle_france_competences,officiel
RNCP42438,Diplôme d’ingénieur de l’École nationale supérieure des mines d'Albi-Carmaux de l'Institut Mines-Télécom,147,3,correspondance_officielle_france_competences,officiel
RNCP42467,"Expert en sécurité, stratégie et conformité blockchain",156,3,correspondance_officielle_france_competences,officiel
RNCP42655,Data engineer,157,4,correspondance_officielle_france_competences,officiel
RNCP42735,"Ingénieur de l'école nationale supérieure des sciences appliquées et de technologie, spécialité informatique et technologies de l'information",156,3,correspondance_officielle_france_competences,officiel
RNCP37393,"Ingénieur de l'école nationale supérieure d'ingénieurs du Mans de l'université du Mans, spécialité acoustique et instrumentation",12,4,correspondance_officielle_france_competences,officiel
