numero_fiche,intitule_certification,nombre_offres,codes_rome_distincts,methode_correspondance,niveau_confiance
RNCP38201,Administration et liquidation d'entreprises en difficulté (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP39879,Manager des institutions et des affaires publiques,1,1,correspondance_officielle_france_competences,officiel
RNCP40803,Activités juridiques : métiers du droit des transports (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP35475,"Informatique : Réalisation d'applications : conception, développement, validation",20,2,correspondance_officielle_france_competences,officiel
RNCP35517,Services numériques aux organisations,15,2,correspondance_officielle_france_competences,officiel
RNCP35568,"Ingénieur diplômé de l'École supérieure angevine d'informatique et de productique, spécialité informatique et réseaux",26,4,correspondance_officielle_france_competences,officiel
RNCP38211,"Ingénieur diplômé de l'école polytechnique universitaire d'Université Côte d’Azur, spécialité Electronique et systèmes embarqués",25,3,correspondance_officielle_france_competences,officiel
RNCP38425," Ingénieur diplômé de l’Ecole Nationale Supérieure d’Ingénieurs Sud-Alsace de l’Université de Mulhouse, spécialité Automatique et Systèmes Embarqués",24,3,correspondance_officielle_france_competences,officiel
RNCP39009,Économie appliquée (fiche nationale),15,2,correspondance_officielle_france_competences,officiel
RNCP39088,Testeur logiciels,14,1,correspondance_officielle_france_competences,officiel
RNCP39115,"Chef de projet systèmes, réseaux et sécurité",20,3,correspondance_officielle_france_competences,officiel
RNCP39737,Concepteur développeur d'applications no code ,14,1,correspondance_officielle_france_competences,officiel
RNCP40102,Métiers de l'informatique : administration et sécurité des systèmes et des réseaux (fiche nationale),25,3,correspondance_officielle_france_competences,officiel
RNCP40339,"Cartographie, topographie et systèmes d'information géographique (fiche nationale) ",14,1,correspondance_officielle_france_competences,officiel
RNCP40419,"Ingénieur diplômé de l'Ecole Nationale Supérieure des Mines de Saint-Etienne de l'institut Mines-Telecom, spécialité Systèmes Electroniques Embarqués",25,4,correspondance_officielle_france_competences,officiel
RNCP40521,"Ingénieur diplômé de l'école Polytechnique universitaire de l'Université de Lille, spécialité Systèmes embarqués et génie électrique",23,2,correspondance_officielle_france_competences,officiel
RNCP40739,Sciences et ingénierie – Ingénierie du numérique,21,3,correspondance_officielle_france_competences,officiel
RNCP40943,"Ingénieur diplômé de l'Université de Technologie de Compiègne, spécialité Informatique",26,4,correspondance_officielle_france_competences,officiel
RNCP40968,"Ingénieur diplômé de l’école polytechnique universitaire de l’institut national polytechnique Clermont Auvergne, spécialité mathématiques appliquées (Université Clermont Auvergne)",23,2,correspondance_officielle_france_competences,officiel
RNCP41002,Sciences et ingénierie -  Systèmes numériques pour le multimédia,14,1,correspondance_officielle_france_competences,officiel
RNCP41068,Métiers de l'intelligence artificielle : outils et méthodes (fiche nationale),14,1,correspondance_officielle_france_competences,officiel
RNCP41090,Développeur multimédia,14,1,correspondance_officielle_france_competences,officiel
RNCP41123,Expert en transformation digitale et technologique no code,14,1,correspondance_officielle_france_competences,officiel
RNCP41147,"Ingénieur diplômé de l’institut national des sciences appliquées de Rouen, spécialité Mathématiques appliquées",36,4,correspondance_officielle_france_competences,officiel
RNCP41274,Ingénieur diplômé de Télécom Paris de l'Institut Mines-Télécom,29,3,correspondance_officielle_france_competences,officiel
RNCP41463,Concepteur développeur web (BADGE CGE),14,1,correspondance_officielle_france_competences,officiel
RNCP41577,Génie électrique et informatique industrielle : Automatisme et informatique industrielle,16,3,correspondance_officielle_france_competences,officiel
RNCP41887,Testeur logiciels,14,1,correspondance_officielle_france_competences,officiel
RNCP42023,Ingénieur diplômé d'ISART Digital,30,4,correspondance_officielle_france_competences,officiel
RNCP42179,Product builder no code,14,1,correspondance_officielle_france_competences,officiel
RNCP42200,Product builder no code,14,1,correspondance_officielle_france_competences,officiel
RNCP42302,Sciences et Ingénierie - Informatique et systèmes numériques,32,5,correspondance_officielle_france_competences,officiel
RNCP42324,Expert en solutions et transformation no code/low code,15,2,correspondance_officielle_france_competences,officiel
RNCP42444,"Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Agro-industries et systèmes numériques",15,2,correspondance_officielle_france_competences,officiel
RNCP42460,"Ingénieur diplômé de l'institut national des sciences appliquées de Rouen, spécialité informatique industrielle",25,3,correspondance_officielle_france_competences,officiel
RNCP42535,"Ingénieur diplômé de l’Ecole polytechnique universitaire de l’Institut polytechnique de Grenoble, spécialité Informatique et électronique",25,3,correspondance_officielle_france_competences,officiel
RNCP42627,Chef de projet digital,14,1,correspondance_officielle_france_competences,officiel
RNCP42652,Data analyst,14,1,correspondance_officielle_france_competences,officiel
RNCP35783,"Ingénieur de l'école nationale supérieure des sciences appliquées et de technologie, spécialité Systèmes Numériques",12,3,correspondance_officielle_france_competences,officiel
RNCP36344,Ingénieur diplômé de l’Institut Supérieur d’Etudes Logistiques de l’Université du Havre  Spécialité Mécanique et Production,10,2,correspondance_officielle_france_competences,officiel
RNCP36417,"Ingénieur diplômé de l'École nationale supérieure de chimie, de biologie et de physique, de l'Institut polytechnique de Bordeaux (ENSCBP - Bordeaux INP) spécialité Chimie et Génie physique",12,3,correspondance_officielle_france_competences,officiel
RNCP36423,"Ingénieur de l'École nationale supérieure de chimie, de biologie et de physique, de l'Institut polytechnique de Bordeaux (ENSCBP - Bordeaux INP) spécialité Matériaux composites et Mécanique",12,3,correspondance_officielle_france_competences,officiel
RNCP36730,Technicien supérieur en pharmacie et cosmétique industrielles,9,1,correspondance_officielle_france_competences,officiel
RNCP37885,Diplôme d'Etudes Supérieures de Gestion,17,3,correspondance_officielle_france_competences,officiel
RNCP38059,Ingénieur diplômé de l'École supérieure de biotechnologie de Strasbourg de l'Université de Strasbourg,9,1,correspondance_officielle_france_competences,officiel
RNCP38124,Manager de projets techniques caoutchouc,10,2,correspondance_officielle_france_competences,officiel
RNCP38324,"Ingénieur diplômé de l'école polytechnique universitaire de l'Université Côte d’Azur, spécialité Génie de l'eau et de l'aménagement",9,1,correspondance_officielle_france_competences,officiel
RNCP38375,"Ingénieur diplômé de l’école d’ingénieur Paoli Tech de l’Université de Corse, spécialité Energétique",12,3,correspondance_officielle_france_competences,officiel
RNCP38376,"Ingénieur diplômé de l'Ecole nationale supérieure des ingénieurs en arts chimiques et technologiques de l'Institut national polytechnique de Toulouse, spécialité matériaux",12,3,correspondance_officielle_france_competences,officiel
RNCP38412,Ingénieur diplômé de l'Institut supérieur de l'électronique et du numérique Yncréa Méditerranée,18,4,correspondance_officielle_france_competences,officiel
RNCP38420,Ingénieur diplômé de l’école européenne d’ingénieurs en génie des matériaux de l’université de Lorraine,12,3,correspondance_officielle_france_competences,officiel
RNCP38539,"Ingénieur diplômé de l'École européenne de chimie, polymères et matériaux de Strasbourg de l’Université de Strasbourg",12,3,correspondance_officielle_france_competences,officiel
RNCP38638,"Ingénieur diplômé de l'Institut national des sciences appliquées de Strasbourg, spécialité génie civil",9,1,correspondance_officielle_france_competences,officiel
RNCP38641,"Ingénieur diplômé de l'Université de Strasbourg, spécialité chimie-biotechnologies",12,3,correspondance_officielle_france_competences,officiel
RNCP38670,Designer Industriel,9,1,correspondance_officielle_france_competences,officiel
RNCP38675," Ingénieur diplômé de l’école polytechnique universitaire de Savoie de l'université de Chambéry, spécialité écologie industrielle",9,1,correspondance_officielle_france_competences,officiel
RNCP38682,Mécanique (fiche nationale),12,3,correspondance_officielle_france_competences,officiel
RNCP38687," Electronique, énergie électrique, automatique (fiche nationale)",12,3,correspondance_officielle_france_competences,officiel
RNCP38707,Sciences de la matière (fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP38734," Sciences et ingénierie, spécialité chimie et génie industriel",11,2,correspondance_officielle_france_competences,officiel
RNCP38957,"Ingénieur diplômé de l'Institut supérieur de l'aéronautique et de l'espace, spécialité génie industriel",12,3,correspondance_officielle_france_competences,officiel
RNCP38985,Sciences du médicament et des produits santé (fiche nationale),11,2,correspondance_officielle_france_competences,officiel
RNCP38997,Réseaux et télécommunication (fiche nationale),22,4,correspondance_officielle_france_competences,officiel
RNCP39003,Traitement du signal et des images (fiche nationale),18,4,correspondance_officielle_france_competences,officiel
RNCP39028,Ingénieur diplômé de l'ESIGELEC,17,3,correspondance_officielle_france_competences,officiel
RNCP39058,"Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Matériaux",12,3,correspondance_officielle_france_competences,officiel
RNCP39169,"Ingénieur diplômé de l’École nationale supérieure d’arts et métiers, spécialité Génie électrique",11,2,correspondance_officielle_france_competences,officiel
RNCP39450,"Titre ingénieur - Ingénieur diplômé de l’école polytechnique universitaire de l'université Côte d'Azur, spécialité Génie Biologique",11,2,correspondance_officielle_france_competences,officiel
RNCP39540,"Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Automatique et robotique",9,1,correspondance_officielle_france_competences,officiel
RNCP39700,"Sciences de la Terre et des planètes, environnement (fiche nationale)",9,1,correspondance_officielle_france_competences,officiel
RNCP39725,Expert en énergies renouvelables (MS),11,2,correspondance_officielle_france_competences,officiel
RNCP39791,"Ingénieur diplômé de l’Ecole Polytechnique Universitaire de l’Université Lyon-I, spécialité Génie Biomédical",9,1,correspondance_officielle_france_competences,officiel
RNCP39904,"Ingénieur diplômé de l'Ecole d'ingénieurs Denis-Diderot de l'Université Paris Cité, spécialité Génie Physique",11,2,correspondance_officielle_france_competences,officiel
RNCP39921,"Ingénieur diplômé de l'École nationale supérieure de l'énergie, l'eau et l'environnement de l'Institut polytechnique de Grenoble (Université Grenoble Alpes)",11,2,correspondance_officielle_france_competences,officiel
RNCP40016, Ingénieur diplômé de l’Ecole nationale supérieure de génie industriel de l’Institut polytechnique de Grenoble (Université Grenoble Alpes),12,3,correspondance_officielle_france_competences,officiel
RNCP40130,"Ingénieur diplômé de l’école nationale supérieure d’ingénieurs de Reims de l’université de Reims, spécialité emballage et conditionnement",11,2,correspondance_officielle_france_competences,officiel
RNCP40223,"Ingénieur diplômé de l’École nationale supérieure d’ ingénieurs de Caen, spécialité Matériaux-Chimie",12,3,correspondance_officielle_france_competences,officiel
RNCP40519,"Ingénieur diplômé de l'Ecole polytechnique universitaire de Lille de l'Université de Lille, spécialité Géomatique et Génie Urbain",9,1,correspondance_officielle_france_competences,officiel
RNCP40532,Ingénieur diplômé de l’Ecole supérieure des Techniques Aéronautiques et de Construction Automobile spécialité Génie Industriel pour l’aéronautique et l’espace,10,2,correspondance_officielle_france_competences,officiel
RNCP40537,"Ingénieur diplômé d’ECAM LaSalle, spécialité énergétique",12,3,correspondance_officielle_france_competences,officiel
RNCP40701,Ingénieur diplômé du CESI,12,3,correspondance_officielle_france_competences,officiel
RNCP40758,"Ingénieur diplômé de l'Ecole Polytechnique Universitaire de l'Université de Montpellier, spécialité Mécanique",12,3,correspondance_officielle_france_competences,officiel
RNCP40773,"Ingénieur diplômé de l'école polytechnique universitaire de l'Université de Nantes, spécialité Génie Electrique et Energétique",9,1,correspondance_officielle_france_competences,officiel
RNCP40781,Ingénieur diplômé de l’École supérieure d'ingénieurs Léonard de Vinci,19,4,correspondance_officielle_france_competences,officiel
RNCP40885,Chargé de process numériques  en production plasturgie,12,3,correspondance_officielle_france_competences,officiel
RNCP40949,"Ingénieur spécialisé en Energie et motorisation, diplômé de l'Ecole nationale supérieure du pétrole et des moteurs",12,3,correspondance_officielle_france_competences,officiel
RNCP40954,"Ingénieur diplômé de l'Ecole polytechnique universitaire de l'Université Paris-Saclay, spécialité Matériaux",12,3,correspondance_officielle_france_competences,officiel
RNCP40974,"ingénieur diplômé de l'Institut national des sciences appliquées de Lyon, spécialité matériaux",11,2,correspondance_officielle_france_competences,officiel
RNCP41019,"Ingénieur diplômé de l’Institut supérieur de mécanique de Paris, spécialité Génie industriel",12,3,correspondance_officielle_france_competences,officiel
RNCP41130,Architecte - Manager en ingénierie système (MS),9,1,correspondance_officielle_france_competences,officiel
RNCP41160,Ingénieur diplômé de l'école nationale supérieure de techniques avancées (Institut polytechnique de Paris),10,2,correspondance_officielle_france_competences,officiel
RNCP41180,"Sciences et Ingénierie - Sciences, Technologies de l'information et Humanités",9,1,correspondance_officielle_france_competences,officiel
RNCP41252,Ingénieur diplômé de l'Ecole d'Ingénieurs de Purpan,11,2,correspondance_officielle_france_competences,officiel
RNCP41281,Ingénieur diplômé de l'institut national des sciences appliquées de Rennes - spécialité génie civil et urbain,9,1,correspondance_officielle_france_competences,officiel
RNCP41333,Manager de l'innovation technologique (MS),9,1,correspondance_officielle_france_competences,officiel
RNCP41427,CQP Chargé d'études de conception,9,1,correspondance_officielle_france_competences,officiel
RNCP41559,Chimie : Synthèse,9,1,correspondance_officielle_france_competences,officiel
RNCP41582,Génie mécanique et productique : Innovation pour l'industrie,10,2,correspondance_officielle_france_competences,officiel
RNCP41700,Designer produit et innovation,9,1,correspondance_officielle_france_competences,officiel
RNCP41865,Ingénierie des systèmes électroniques de la sécurité aérienne,9,1,correspondance_officielle_france_competences,officiel
RNCP41918,"Ingénieur diplômé de l'École polytechnique universitaire de Montpellier, spécialité Matériaux",11,2,correspondance_officielle_france_competences,officiel
RNCP41921,"Ingénieur diplômé de l'Ecole polytechnique universitaire de Montpellier, spécialité Génie biologique et agroalimentaire",12,3,correspondance_officielle_france_competences,officiel
RNCP42072,Expert en digitalisation et exploitation des bâtiments,9,1,correspondance_officielle_france_competences,officiel
RNCP42235,"Ingénieur diplômé de l’Ecole Polytechnique Universitaire de l’Université Lyon-I, spécialité mécanique",12,3,correspondance_officielle_france_competences,officiel
RNCP42293,"Ingénieur diplômé de l’école polytechnique universitaire de l’institut national polytechnique Clermont Auvergne, spécialité génie physique",12,3,correspondance_officielle_france_competences,officiel
RNCP42331,Expert en systèmes énergétiques innovants (MS) ,9,1,correspondance_officielle_france_competences,officiel
RNCP42377,"Ingénieur diplômé de l’école d'ingénieurs ENSIL- ENSCI de l'université de Limoges, spécialité génie de l’eau et environnement",11,2,correspondance_officielle_france_competences,officiel
RNCP42451,"Ingénieur diplômé de l’École nationale supérieure d'arts et métiers, spécialité mécanique et robotique",11,3,correspondance_officielle_france_competences,officiel
RNCP42543,"Ingénieur diplômé de l’école nationale supérieure d’ingénieurs de Reims de l’université de Reims, spécialité emballage et conditionnement",11,2,correspondance_officielle_france_competences,officiel
RNCP42562,"Ingénieur diplômé de l’Université de Perpignan, spécialité énergétique",11,2,correspondance_officielle_france_competences,officiel
RNCP42685,Sciences et ingénierie - Systèmes numériques,12,3,correspondance_officielle_france_competences,officiel
RNCP42721,"Ingénieur diplômé de l’École d’ingénieurs SIGMA Clermont de l’Institut National Polytechnique Clermont Auvergne, spécialité chimie",11,2,correspondance_officielle_france_competences,officiel
RNCP42732,"Ingénieur diplômé de l’école polytechnique universitaire de l'université d'Orléans, spécialité Systèmes d'information pour le bâtiment",15,2,correspondance_officielle_france_competences,officiel
RNCP42737,Ingénieur diplômé de l’École nationale supérieure de mécanique et des microtechniques spécialité Mécanique,12,3,correspondance_officielle_france_competences,officiel
RNCP42753,"Ingénieur diplômé de l’Ecole supérieure d’ingénieurs en agroalimentaire de Bretagne Atlantique de Bretagne INP, spécialité microbiologie et sécurité sanitaire",10,2,correspondance_officielle_france_competences,officiel
RNCP37197,Industries céramiques,2,1,correspondance_officielle_france_competences,officiel
RNCP40277,Gestionnaire de la fonction linge,2,1,correspondance_officielle_france_competences,officiel
RNCP42230,"Ingénieur diplômé de l'Institut national des sciences appliquées de Lyon, spécialité génie industriel",3,2,correspondance_officielle_france_competences,officiel
RNCP42299,Sciences et ingénierie – Plasturgie et écologie industrielle,3,2,correspondance_officielle_france_competences,officiel
RNCP38338,Administrateur réseaux et télécommunications,5,1,correspondance_officielle_france_competences,officiel
RNCP38779,Manager en infrastructures et cybersécurité des systèmes d’information,18,4,correspondance_officielle_france_competences,officiel
RNCP39423,Diplôme en innovation et entrepreneuriat,5,1,correspondance_officielle_france_competences,officiel
RNCP39611,"Administrateur systèmes, réseaux et cybersécurité",11,2,correspondance_officielle_france_competences,officiel
RNCP40982,Géomatique (fiche nationale),11,2,correspondance_officielle_france_competences,officiel
RNCP42164,Architecte des systèmes d'information (MS),12,3,correspondance_officielle_france_competences,officiel
RNCP39842,Chargé de projets de formation et d'enseignement,4,2,correspondance_officielle_france_competences,officiel
RNCP41201, Diplôme en Gestion et stratégies globales des entreprise,3,2,correspondance_officielle_france_competences,officiel
RNCP42346,Manager logistique achats industrie,1,1,correspondance_officielle_france_competences,officiel
RNCP36168,Technicien supérieur en fabrication additive,2,2,correspondance_officielle_france_competences,officiel
RNCP38980,Sciences pour l'ingénieur (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP41007,Electrotechnique,1,1,correspondance_officielle_france_competences,officiel
RNCP39018,Economie et gestion (fiche nationale),4,2,correspondance_officielle_france_competences,officiel
RNCP42144,Instructeur du droit des sols,1,1,correspondance_officielle_france_competences,officiel
RNCP38192,Investigateur en criminalité financière,10,2,correspondance_officielle_france_competences,officiel
RNCP38925,Manager des risques (MS),8,2,correspondance_officielle_france_competences,officiel
RNCP39110,Analyste financier international,7,1,correspondance_officielle_france_competences,officiel
RNCP39482,Diplôme d'études supérieures spécialisées en management international,9,2,correspondance_officielle_france_competences,officiel
RNCP41040,Programme Grande Ecole EDHEC,7,1,correspondance_officielle_france_competences,officiel
RNCP41046,Programme Grande Ecole,9,2,correspondance_officielle_france_competences,officiel
RNCP41882,Expert en finance d'entreprise,7,1,correspondance_officielle_france_competences,officiel
RNCP42358,Finance (fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP38600,Concepteur-réalisateur de creative media et entertainment options film d'animation 3D et VFX ou  game art,2,1,correspondance_officielle_france_competences,officiel
RNCP38926,Opérateur de prise de vue,2,1,correspondance_officielle_france_competences,officiel
RNCP39749,Adjoint à la réalisation d'oeuvres cinématographiques ou audiovisuelles,2,1,correspondance_officielle_france_competences,officiel
RNCP40926,"Concepteur - Réalisateur audiovisuel et cinématographique, option production, option image, option post-production",2,1,correspondance_officielle_france_competences,officiel
RNCP41642,Technicien polyvalent du spectacle vivant et de l'événementiel ,2,1,correspondance_officielle_france_competences,officiel
RNCP41860,Sciences et culture du visuel (fiche  nationale),2,1,correspondance_officielle_france_competences,officiel
RNCP39628,Conseiller en assurance,2,2,correspondance_officielle_france_competences,officiel
RNCP42465,Manager des risques et des assurances de l'entreprise,1,1,correspondance_officielle_france_competences,officiel
RNCP37115,Conception et réalisation de systèmes automatiques,2,2,correspondance_officielle_france_competences,officiel
RNCP38713,Technicien supérieur en automatique et informatique industrielle,1,1,correspondance_officielle_france_competences,officiel
RNCP39349,Concepteur de systèmes automatisés et interfaces associées,1,1,correspondance_officielle_france_competences,officiel
RNCP40121,Domotique (fiche nationale),2,2,correspondance_officielle_france_competences,officiel
RNCP40333,"Métiers de l'industrie : mécatronique, robotique (fiche nationale)",2,2,correspondance_officielle_france_competences,officiel
RNCP36189,Chargé d'évaluation en recrutement,1,1,correspondance_officielle_france_competences,officiel
RNCP36962,Management international et communication interculturelle,1,1,correspondance_officielle_france_competences,officiel
RNCP37998,Responsable en rémunération globale et avantages sociaux,1,1,correspondance_officielle_france_competences,officiel
RNCP39242,Manager des ressources humaines internationales,1,1,correspondance_officielle_france_competences,officiel
RNCP40569,Coach professionnel,4,2,correspondance_officielle_france_competences,officiel
RNCP42313,Chargé des ressources humaines,1,1,correspondance_officielle_france_competences,officiel
RNCP36018,Dessinateur concepteur BIM bâtiment et architecture,1,1,correspondance_officielle_france_competences,officiel
RNCP39535,"Ingénieur diplômé de l’Ecole des Ingénieurs de la Ville de Paris (EIVP), spécialité Génie Urbain",1,1,correspondance_officielle_france_competences,officiel
RNCP42029,"Ingénieur diplômé de l'Institut national des sciences appliquées de Lyon, spécialité génie civil et génie urbain",1,1,correspondance_officielle_france_competences,officiel
RNCP37872,Agent de propreté et d'hygiène,1,1,correspondance_officielle_france_competences,officiel
RNCP35907,"Marketing, vente (fiche nationale)",2,1,correspondance_officielle_france_competences,officiel
RNCP36384,Manager en stratégie et développement international,2,1,correspondance_officielle_france_competences,officiel
RNCP36392,Responsable export des vins et spiritueux ,2,1,correspondance_officielle_france_competences,officiel
RNCP36686,Programme grande école,2,1,correspondance_officielle_france_competences,officiel
RNCP37091,Manager d’unité opérationnelle ,2,1,correspondance_officielle_france_competences,officiel
RNCP38348,Diplôme d’études supérieures en management avancé des affaires internationales,2,1,correspondance_officielle_france_competences,officiel
RNCP38874,Diplôme d'études spécialisées en management et gestion de projet (DESMAP),2,1,correspondance_officielle_france_competences,officiel
RNCP38938,Manager du marketing et de la relation client,2,1,correspondance_officielle_france_competences,officiel
RNCP39158,Affaires et Relations Internationales,2,1,correspondance_officielle_france_competences,officiel
RNCP39443,Diplome en gestion et administration des affaires,2,1,correspondance_officielle_france_competences,officiel
RNCP39568,Diplôme d’études supérieures en management (Programme Grande École),2,1,correspondance_officielle_france_competences,officiel
RNCP39953,Manager marketing digital (MS),2,1,correspondance_officielle_france_competences,officiel
RNCP39965,Manager développement et performance commerciale,2,1,correspondance_officielle_france_competences,officiel
RNCP40172,Chargé de développement commercial,2,1,correspondance_officielle_france_competences,officiel
RNCP40359,Manager du développement commercial,2,1,correspondance_officielle_france_competences,officiel
RNCP40600,Chef de projets marketing et commerce des vins et spiritueux,2,1,correspondance_officielle_france_competences,officiel
RNCP40710,Marketing et Stratégie,2,1,correspondance_officielle_france_competences,officiel
RNCP40715,Diplôme supérieur de management international de l'entreprise,2,1,correspondance_officielle_france_competences,officiel
RNCP40886,Chef de projet multimédia,2,1,correspondance_officielle_france_competences,officiel
RNCP41055,Manager d'Affaires Internationales et de Projets Innovants ,2,1,correspondance_officielle_france_competences,officiel
RNCP41101,Responsable de business unit,2,1,correspondance_officielle_france_competences,officiel
RNCP41114,Responsable du développement commercial,2,1,correspondance_officielle_france_competences,officiel
RNCP41186,Diplôme en Management et Gestion des Organisations,2,1,correspondance_officielle_france_competences,officiel
RNCP41361,Manager international,2,1,correspondance_officielle_france_competences,officiel
RNCP41706,Manager de la performance commerciale,2,1,correspondance_officielle_france_competences,officiel
RNCP42153,Responsable en développement commercial et marketing,2,1,correspondance_officielle_france_competences,officiel
RNCP42284,Diplôme supérieur en commerce et marketing opérationnel,2,1,correspondance_officielle_france_competences,officiel
RNCP42391,Programme grande école ,2,1,correspondance_officielle_france_competences,officiel
RNCP41717,Chargé de clientèle et fidélisation,1,1,correspondance_officielle_france_competences,officiel
RNCP39640,Opérateur régleur sur machine-outil à commande numérique par enlèvement de matière,1,1,correspondance_officielle_france_competences,officiel
RNCP36183,Responsable en formation et conduite de projets en simulation de vol,3,1,correspondance_officielle_france_competences,officiel
RNCP37466,Pédagogie en sciences de la santé (fiche nationale),3,1,correspondance_officielle_france_competences,officiel
RNCP38010,Chargé de formation et d’optimisation commerciale des marques et produits parfums/cosmétiques,3,1,correspondance_officielle_france_competences,officiel
RNCP38154,"Métiers de l'enseignement, de l'éducation et de la formation (MEEF), encadrement éducatif (fiche nationale)",3,1,correspondance_officielle_france_competences,officiel
RNCP38398,Moniteur sur simulateur de vol,3,1,correspondance_officielle_france_competences,officiel
RNCP38443,Diplôme de cadre de santé,3,1,correspondance_officielle_france_competences,officiel
RNCP38475,Animateur formateur en technologies paysannes,3,1,correspondance_officielle_france_competences,officiel
RNCP38694,Didactique des langues (fiche nationale),3,1,correspondance_officielle_france_competences,officiel
RNCP38992,Psychologie du développement (fiche nationale) ,3,1,correspondance_officielle_france_competences,officiel
RNCP39417,Formateur concepteur pédagogique,3,1,correspondance_officielle_france_competences,officiel
RNCP39693,Etudes sur le genre (fiche nationale),3,1,correspondance_officielle_france_competences,officiel
RNCP42466,Concepteur pédagogique e-learning,3,1,correspondance_officielle_france_competences,officiel
RNCP42087,Monteur câbleur intégrateur  en équipements électroniques et électrotechniques,1,1,correspondance_officielle_france_competences,officiel
RNCP37987,Spécialiste en cybersécurité,6,1,correspondance_officielle_france_competences,officiel
RNCP41077,"Innovation, entreprise et société (fiche nationale)",6,1,correspondance_officielle_france_competences,officiel
RNCP42077,Manager de la transition numérique éthique et durable,7,2,correspondance_officielle_france_competences,officiel
RNCP42372," Ingénieur diplômé de l’école nationale supérieure d'électronique, informatique, télécommunications, mathématique et mécanique de Bordeaux de l’institut polytechnique de Bordeaux, spécialité télécommunications",6,1,correspondance_officielle_france_competences,officiel
RNCP42634,Architecte des systèmes d'information,7,2,correspondance_officielle_france_competences,officiel
RNCP37613,Manager de l'amélioration continue (MS),1,1,correspondance_officielle_france_competences,officiel
RNCP41521, Responsable d'ingénierie qualité hygiène sécurité environnement ,1,1,correspondance_officielle_france_competences,officiel
RNCP36591,Chargé de clientèle particuliers et professionnels en banque et assurance,1,1,correspondance_officielle_france_competences,officiel
RNCP39743,Attaché commercial,2,2,correspondance_officielle_france_competences,officiel
RNCP37486,Opérateur en appareillage orthopédique - Spécialité orthoprothèse,1,1,correspondance_officielle_france_competences,officiel
RNCP40673,"Technicien d'installation et de maintenance de systèmes énergétiques, option solaire ou photovoltaïque, option bois",1,1,correspondance_officielle_france_competences,officiel
RNCP42092,Technicien supérieur en froid et en équipements industriels,1,1,correspondance_officielle_france_competences,officiel
RNCP35467,Génie Mécanique et Productique : Conception et production durables,1,1,correspondance_officielle_france_competences,officiel
RNCP38366,Conception et industrialisation en construction navale,1,1,correspondance_officielle_france_competences,officiel
RNCP39873,CQP Technicien de maintenance et d’installation de pompe à chaleur et de climatiseur ,1,1,correspondance_officielle_france_competences,officiel
RNCP39971,CQP Technicien de maintenance du secteur alimentaire,1,1,correspondance_officielle_france_competences,officiel
RNCP36015,Manager en marketing du luxe,5,1,correspondance_officielle_france_competences,officiel
RNCP37651,Styliste designer de modes,5,1,correspondance_officielle_france_competences,officiel
RNCP39741,Chargé de communication,5,1,correspondance_officielle_france_competences,officiel
RNCP40729,"Diplôme en sciences des données, société et organisations",30,4,correspondance_officielle_france_competences,officiel
RNCP41225,Diplôme en Marketing,5,1,correspondance_officielle_france_competences,officiel
RNCP35478,Informatique : Intégration d'applications et management du système d'information,150,2,correspondance_officielle_france_competences,officiel
RNCP35781,"Ingénieur de l'école nationale supérieure des sciences appliquées et de technologie, spécialité informatique et technologies de l'information",156,3,correspondance_officielle_france_competences,officiel
RNCP35864,Manager/Designer de produits et services numériques,136,1,correspondance_officielle_france_competences,officiel
RNCP35887,"Ingénieur diplômé de l'Ecole nationale supérieure Mines-Télécom Atlantique Bretagne Pays de la Loire de l'Institut Mines-Télécom, spécialité Génie industriel",147,3,correspondance_officielle_france_competences,officiel
RNCP37726,"Ingénieur de l'Ecole Nationale Supérieure de Bretagne Sud (ENSIBS), spécialité Informatique et Cybersécurité",157,4,correspondance_officielle_france_competences,officiel
RNCP38478,"Coordinateur de projets informatiques (infrastructures cloud, applicatives ou data)",162,5,correspondance_officielle_france_competences,officiel
RNCP38823,"Expert en architectures systèmes, réseaux et sécurité informatique",142,2,correspondance_officielle_france_competences,officiel
RNCP39560,"Ingénieur diplômé de l'institut national des sciences appliquées de Rouen, spécialité informatique et technologies de l'information",162,5,correspondance_officielle_france_competences,officiel
RNCP39999,Expert en cybersécurité,167,5,correspondance_officielle_france_competences,officiel
RNCP40147,Expert en systèmes d'information,154,5,correspondance_officielle_france_competences,officiel
RNCP40165,Expert en architectures sécurisées des systèmes d'information,157,4,correspondance_officielle_france_competences,officiel
RNCP40166,Expert en développement et déploiement de solutions numériques sécurisées,157,4,correspondance_officielle_france_competences,officiel
RNCP40234,Expert big data engineer (MS),162,5,correspondance_officielle_france_competences,officiel
RNCP40561,Expert green IT,157,4,correspondance_officielle_france_competences,officiel
RNCP40573,Expert en informatique et systèmes d’information,156,3,correspondance_officielle_france_competences,officiel
RNCP40659,Manager green IT,156,3,correspondance_officielle_france_competences,officiel
